vehicle_type,vehicle_make,vehicle_model,vehicle_year,vehicle_age,vehicle_condition,vehicle_price,engine_type,age,gender,occupation,region,driving_experience,claims_history,policy_tenure,policy_type,claim_id,claim_date,claim_amount,claim_reason,damage_type,reported_delay,police_report,repair_estimate,actual_repair_cost,submission_channel,payment_channel,customer_contacted,agent_id,agent_city,fraud_reported,net_premium
Van,Mercedes,GLA,2019,6,New,9998.16,Diesel,28,Male,Driver,East,45,1,43,Comprehensive,C107366,2023-09-23 05:32:30,6764.97,Theft,Minor,4,1,1628.83,3256.83,In-Person,Bank Transfer,1,A294,East,0,1082.19
Sedan,Ford,Focus,2015,10,Used,24817.96,Hybrid,38,Male,Lawyer,West,46,4,45,Comprehensive,C107367,2019-11-12 16:18:18,6493.65,Accident,Major,2,1,7777.84,3619.61,Phone,Cash,1,A610,East,0,1639.64
Coupe,Hyundai,Elantra,2020,5,Used,5666.71,Diesel,25,Male,Teacher,North,46,3,46,Third-party,C107368,2020-09-29 08:34:32,6183.06,Accident,Major,3,1,3601.85,4699.96,In-Person,Bank Transfer,1,A854,West,0,566.42
Coupe,Ford,F-150,2021,4,Used,12227.1,Petrol,43,Male,Teacher,West,14,3,13,Collision,C107369,2023-02-11 03:06:35,0.0,Theft,Minor,4,1,5198.24,1559.7,Online,Check,1,A304,South,0,1026.9
Truck,BMW,X3,2011,14,Used,40052.4,Electric,63,Male,Teacher,East,50,1,47,Comprehensive,C107370,2023-07-14 04:39:13,6400.19,Vandalism,Total Loss,2,0,2558.18,735.33,Phone,Cash,0,A340,East,1,2582.43
Sedan,Mercedes,C-Class,2022,3,Used,17200.88,Petrol,29,Male,Engineer,East,42,0,40,Collision,C107371,2019-11-02 08:28:54,4629.77,Fire,Minor,4,0,5893.7,2723.62,Online,Cash,1,A853,East,0,1400.7
Sedan,Mercedes,GLA,2012,13,Damaged,19846.91,Hybrid,60,Female,Engineer,Central,17,7,17,Third-party,C107372,2021-08-05 08:00:14,1849.81,Accident,Minor,1,1,4161.11,4424.74,Online,Cash,1,A347,West,0,933.46
Van,Ford,F-150,2008,17,Used,25615.53,Hybrid,30,Male,Driver,Central,20,2,17,Third-party,C107373,2019-02-11 17:22:24,8793.59,Theft,Major,2,1,950.57,5485.79,In-Person,Bank Transfer,1,A993,South,0,1144.18
Sedan,Mercedes,GLA,2016,9,Damaged,19689.7,Electric,27,Male,Doctor,East,9,2,7,Collision,C107374,2019-11-13 13:26:15,2806.28,Theft,Minor,1,0,6153.13,3286.01,In-Person,Bank Transfer,0,A371,West,0,1551.89
Sedan,Ford,Escape,2019,6,Used,11828.54,Hybrid,69,Female,Unemployed,West,20,1,18,Comprehensive,C107375,2019-06-27 06:29:30,7190.59,Accident,Major,5,0,3417.58,5492.36,Online,Cash,0,A311,South,0,1004.84
Coupe,Mercedes,C-Class,2011,14,New,12026.07,Petrol,46,Female,Engineer,West,25,0,21,Collision,C107376,2018-07-22 05:57:29,6856.1,Theft,Minor,4,1,5163.13,4340.41,Phone,Cash,1,A334,Central,0,902.59
SUV,Toyota,RAV4,2004,21,New,26411.79,Electric,25,Female,Driver,South,40,0,40,Third-party,C107377,2023-05-27 21:30:04,6062.31,Vandalism,Total Loss,3,1,3863.62,1740.95,Phone,Cash,1,A307,South,0,1379.16
Truck,Ford,Focus,2011,14,Damaged,22386.16,Hybrid,59,Male,Engineer,North,55,2,54,Comprehensive,C107378,2020-11-14 10:08:31,6538.85,Accident,Major,2,0,4009.57,8675.37,Online,Bank Transfer,1,A954,North,0,1617.83
Convertible,Ford,F-150,2000,25,Used,26691.04,Petrol,70,Female,Unemployed,West,2,3,2,Collision,C107379,2019-07-09 14:47:45,4991.18,Vandalism,Major,4,1,4106.25,4777.86,Phone,Check,1,A355,Central,0,1935.06
Van,Honda,Civic,2019,6,Used,24699.05,Electric,55,Male,Doctor,East,0,1,0,Comprehensive,C107380,2019-11-23 22:16:52,4327.36,Vandalism,Total Loss,2,0,7194.1,5286.46,Phone,Bank Transfer,1,A956,South,0,1534.96
Coupe,Mercedes,C-Class,2015,10,New,20483.69,Hybrid,18,Female,Engineer,North,20,2,19,Collision,C107381,2021-09-20 00:06:01,8400.91,Vandalism,Minor,4,0,5515.7,902.17,In-Person,Bank Transfer,1,A733,Central,0,1282.48
Coupe,Mercedes,GLA,2011,14,New,20105.58,Diesel,26,Male,Lawyer,Central,10,1,7,Third-party,C107382,2021-05-15 04:40:59,5334.31,Accident,Minor,4,0,1754.44,2352.36,Phone,Bank Transfer,0,A464,West,0,993.23
Van,Ford,F-150,2008,17,Damaged,20774.09,Electric,21,Male,Doctor,East,15,1,13,Collision,C107383,2021-02-17 22:23:09,5624.2,Accident,Minor,1,1,7922.85,500.0,Online,Bank Transfer,1,A259,West,0,1674.61
Sedan,Toyota,Camry,2012,13,New,17090.65,Electric,50,Female,Doctor,East,34,3,31,Collision,C107384,2021-11-12 08:27:07,3189.65,Vandalism,Minor,5,0,4809.77,5292.88,Online,Cash,1,A897,Central,0,1366.44
Convertible,Toyota,RAV4,2016,9,Used,17183.48,Diesel,72,Female,Engineer,Central,20,3,16,Comprehensive,C107385,2023-10-22 06:58:55,4351.19,Vandalism,Minor,2,0,7268.51,4182.95,In-Person,Check,1,A209,East,0,1039.17
Coupe,Hyundai,Sonata,2016,9,Damaged,24015.95,Hybrid,59,Female,Unemployed,West,40,2,40,Comprehensive,C107386,2021-02-27 19:32:12,5938.37,Vandalism,Major,2,0,2740.35,500.0,Phone,Cash,1,A222,North,0,1566.86
Convertible,Toyota,RAV4,2003,22,New,31525.62,Electric,69,Female,Engineer,Central,10,0,9,Comprehensive,C107387,2018-11-28 21:05:54,3670.34,Fire,Total Loss,3,0,2967.18,1263.11,Phone,Check,0,A180,East,0,2567.32
Convertible,Mercedes,E-Class,2013,12,Used,6593.47,Petrol,38,Male,Teacher,East,30,1,28,Comprehensive,C107388,2019-01-03 13:26:20,1818.57,Theft,Minor,4,0,1361.89,2156.94,Online,Check,1,A792,South,0,722.55
Van,Honda,Civic,2018,7,Used,39099.97,Hybrid,24,Female,Teacher,West,48,0,44,Comprehensive,C107389,2023-08-16 01:09:02,7033.71,Vandalism,Minor,3,1,2249.02,592.61,Online,Check,1,A779,Central,0,2243.85
Van,Ford,Escape,2006,19,New,25541.02,Electric,72,Male,Doctor,Central,0,2,0,Third-party,C107390,2022-02-04 03:15:04,5982.26,Vandalism,Minor,5,1,3408.03,1614.63,Online,Cash,1,A604,North,0,1178.38
Coupe,BMW,X3,2002,23,Used,23484.04,Petrol,49,Female,Teacher,West,40,2,40,Third-party,C107391,2022-12-31 17:18:48,2350.7,Theft,Minor,2,1,2997.28,2119.46,Online,Cash,1,A728,Central,0,1169.39
Coupe,Honda,CR-V,2000,25,Used,11933.52,Diesel,74,Male,Teacher,North,31,2,29,Collision,C107392,2022-09-23 23:20:44,4178.72,Accident,Minor,2,1,5796.74,5473.88,In-Person,Bank Transfer,1,A106,West,0,1139.68
Coupe,BMW,3 Series,2011,14,New,14304.78,Petrol,74,Female,Teacher,West,2,1,2,Comprehensive,C107393,2019-12-13 10:25:51,2668.16,Fire,Total Loss,3,1,1104.88,4045.35,In-Person,Bank Transfer,1,A882,Central,0,851.4
SUV,Honda,CR-V,2014,11,Used,24890.29,Hybrid,56,Male,Unemployed,East,31,2,30,Third-party,C107394,2021-04-25 12:45:06,9731.33,Vandalism,Minor,3,1,5199.1,6633.75,Online,Cash,1,A977,North,0,1829.7
Van,Toyota,Camry,2010,15,Used,22006.89,Diesel,45,Female,Lawyer,Central,41,3,37,Collision,C107395,2021-11-26 22:13:25,3546.17,Accident,Minor,3,1,7896.58,3667.31,Online,Check,1,A654,East,1,1321.56
Van,Mercedes,E-Class,2009,16,Used,9664.47,Petrol,43,Female,Teacher,West,4,1,0,Collision,C107396,2022-05-06 21:41:15,8489.09,Theft,Major,1,0,4643.23,5383.86,In-Person,Check,0,A143,East,0,629.34
SUV,BMW,3 Series,2001,24,Used,13103.22,Hybrid,74,Female,Unemployed,South,56,1,55,Comprehensive,C107397,2018-05-16 11:06:01,831.83,Theft,Minor,5,0,3642.96,4641.77,Online,Cash,1,A968,East,0,1307.68
Van,Honda,Accord,2003,22,New,14082.38,Diesel,54,Male,Teacher,Central,42,0,41,Comprehensive,C107398,2018-10-03 08:15:24,5049.78,Accident,Major,2,0,1552.4,5340.79,In-Person,Cash,1,A593,South,0,1424.75
Sedan,Mercedes,GLA,2016,9,Used,13398.41,Hybrid,51,Male,Lawyer,Central,36,2,32,Third-party,C107399,2018-05-31 20:50:27,3510.93,Theft,Minor,2,0,6237.28,500.0,In-Person,Bank Transfer,1,A480,Central,0,1201.07
Sedan,BMW,X5,2016,9,New,22171.69,Electric,26,Female,Engineer,South,11,1,11,Comprehensive,C107400,2023-01-30 16:36:52,6019.22,Vandalism,Minor,1,0,2991.11,1369.68,In-Person,Check,0,A735,West,0,1096.98
SUV,Ford,F-150,2007,18,Used,11807.96,Hybrid,23,Female,Doctor,West,13,0,10,Collision,C107401,2018-02-26 14:13:31,4499.96,Fire,Minor,4,0,5854.59,962.03,Phone,Cash,0,A422,North,0,1022.49
Coupe,Honda,Accord,2022,3,New,26231.79,Petrol,39,Female,Driver,North,43,3,39,Third-party,C107402,2022-08-06 10:54:31,0.0,Vandalism,Minor,6,1,7650.0,4423.76,In-Person,Check,1,A604,East,0,2331.46
SUV,Ford,Focus,2013,12,Used,8117.34,Hybrid,26,Male,Engineer,East,50,0,48,Third-party,C107403,2020-08-02 19:24:11,5854.21,Theft,Major,4,1,2393.31,1269.39,In-Person,Check,0,A688,West,0,942.11
Sedan,Toyota,RAV4,2003,22,Used,27809.5,Hybrid,64,Female,Lawyer,North,8,0,7,Comprehensive,C107404,2019-11-01 10:33:53,3998.01,Vandalism,Minor,3,0,4932.04,1196.3,Online,Check,0,A989,Central,0,1171.35
Convertible,Ford,Escape,2005,20,New,44477.65,Diesel,62,Female,Lawyer,East,6,2,4,Third-party,C107405,2019-03-15 01:49:57,4422.51,Accident,Minor,4,0,5154.69,2549.27,In-Person,Check,1,A381,South,0,1966.27
Van,Ford,Escape,2018,7,New,26230.02,Hybrid,32,Male,Doctor,East,15,4,14,Collision,C107406,2018-04-01 00:07:29,1914.23,Theft,Minor,6,1,2139.09,4854.08,Online,Check,1,A602,East,0,1980.95
Truck,Hyundai,Sonata,2003,22,Used,15648.54,Hybrid,18,Female,Teacher,Central,27,1,25,Collision,C107407,2019-11-25 23:05:01,5892.32,Fire,Major,1,1,3758.41,1877.27,Online,Bank Transfer,1,A287,South,0,1256.81
Truck,Honda,Accord,2002,23,Damaged,15998.14,Electric,49,Male,Driver,East,6,5,5,Comprehensive,C107408,2018-03-22 14:15:39,0.0,Vandalism,Major,2,0,4942.38,5507.32,In-Person,Cash,1,A882,West,0,785.15
SUV,Toyota,Corolla,2019,6,Used,11011.88,Electric,64,Female,Driver,Central,13,2,11,Third-party,C107409,2020-10-16 17:56:20,3458.21,Accident,Major,2,0,5048.14,7683.74,Phone,Check,1,A623,Central,0,962.34
Truck,Ford,Focus,2005,20,Used,28627.09,Diesel,35,Female,Driver,South,31,2,29,Comprehensive,C107410,2023-08-04 01:26:14,541.51,Fire,Total Loss,1,1,6509.78,500.0,In-Person,Bank Transfer,0,A386,West,0,1727.79
Convertible,Mercedes,E-Class,2022,3,Used,21304.17,Diesel,28,Female,Engineer,East,7,1,5,Comprehensive,C107411,2018-06-24 00:00:38,3043.6,Theft,Minor,6,0,4948.82,4755.86,In-Person,Check,1,A507,Central,0,947.8
Truck,BMW,3 Series,2006,19,Used,5524.64,Petrol,52,Male,Lawyer,South,26,1,22,Collision,C107412,2020-04-15 05:51:54,7385.93,Fire,Major,1,0,2599.75,3866.66,Phone,Bank Transfer,1,A327,Central,0,674.84
Sedan,Ford,Escape,2013,12,Used,8372.63,Diesel,50,Female,Driver,North,52,3,52,Collision,C107413,2020-05-12 15:41:53,4296.8,Vandalism,Minor,2,1,3063.45,4168.5,Online,Bank Transfer,1,A868,South,0,950.72
SUV,Toyota,Camry,2011,14,Used,5942.93,Hybrid,21,Female,Unemployed,Central,49,2,46,Comprehensive,C107414,2021-11-13 23:32:23,7674.77,Fire,Minor,2,0,6115.39,1639.33,Online,Bank Transfer,1,A690,East,1,709.67
Coupe,Ford,Focus,2015,10,Used,26099.48,Electric,51,Male,Driver,Central,56,0,54,Collision,C107415,2018-08-27 00:22:08,6010.93,Fire,Major,5,1,5725.95,2611.72,Online,Cash,0,A231,East,0,2164.88
Truck,BMW,X5,2019,6,Used,11985.38,Diesel,65,Male,Teacher,West,2,0,0,Third-party,C107416,2020-01-02 11:10:40,2430.07,Accident,Minor,5,1,1857.93,8569.64,Online,Bank Transfer,0,A155,North,0,876.05
Van,Toyota,RAV4,2007,18,Used,26670.98,Petrol,36,Male,Engineer,East,26,0,24,Third-party,C107417,2022-01-20 10:31:16,5141.15,Theft,Major,3,1,4053.0,4188.16,In-Person,Bank Transfer,1,A638,East,0,1327.63
SUV,Honda,Civic,2022,3,Used,15534.37,Hybrid,65,Female,Unemployed,West,29,1,29,Comprehensive,C107418,2021-02-13 21:23:42,5750.55,Theft,Minor,6,0,4283.43,4060.1,Phone,Check,1,A918,West,0,1213.73
Convertible,Toyota,Camry,2001,24,Used,26339.97,Petrol,29,Female,Unemployed,West,33,1,31,Comprehensive,C107419,2019-06-01 20:20:25,0.0,Vandalism,Minor,2,0,4741.32,4008.72,Phone,Bank Transfer,0,A533,North,0,1635.7
Sedan,Honda,CR-V,2012,13,New,17941.1,Petrol,57,Female,Lawyer,South,25,2,21,Comprehensive,C107420,2022-01-26 13:40:52,7401.51,Accident,Minor,4,1,1915.17,3226.49,In-Person,Bank Transfer,1,A589,North,0,1192.25
Truck,Toyota,Corolla,2007,18,Used,27598.72,Petrol,53,Male,Doctor,Central,36,3,32,Third-party,C107421,2021-05-20 08:50:04,6749.88,Accident,Major,2,1,7007.95,2324.1,In-Person,Bank Transfer,1,A653,North,0,1577.25
Sedan,BMW,3 Series,2020,5,Used,13662.79,Petrol,65,Male,Teacher,South,39,1,37,Collision,C107422,2023-06-07 06:16:00,5796.26,Fire,Minor,1,1,6552.75,3341.15,Phone,Check,1,A133,East,0,1066.49
Convertible,BMW,3 Series,2019,6,Used,14123.12,Hybrid,58,Female,Teacher,Central,50,3,50,Comprehensive,C107423,2022-09-29 06:30:32,2976.77,Accident,Minor,8,1,3974.18,2265.52,In-Person,Check,1,A614,East,0,1036.4
Coupe,Toyota,RAV4,2015,10,Used,16357.33,Hybrid,39,Male,Teacher,Central,21,0,21,Comprehensive,C107424,2019-06-18 19:01:55,12574.21,Accident,Minor,6,1,4541.07,4365.78,Phone,Check,1,A455,Central,0,1042.04
Truck,Ford,Escape,2003,22,Used,26670.07,Petrol,64,Male,Driver,West,31,0,27,Collision,C107425,2023-08-04 04:56:54,4887.14,Accident,Total Loss,5,1,1209.73,8547.83,Online,Cash,0,A503,South,0,2133.97
Coupe,BMW,X3,2015,10,New,11342.19,Hybrid,29,Male,Doctor,South,40,1,39,Third-party,C107426,2022-11-26 21:53:24,2223.81,Accident,Minor,5,0,5415.47,3232.12,In-Person,Check,1,A981,West,1,778.45
Coupe,Honda,Accord,2019,6,New,15387.27,Diesel,66,Female,Engineer,South,1,3,0,Third-party,C107427,2022-12-28 13:14:42,2452.17,Vandalism,Major,4,1,2138.42,4430.12,Online,Check,1,A802,East,0,1265.3
SUV,Honda,Civic,2005,20,Used,18000.47,Hybrid,71,Male,Lawyer,Central,46,5,45,Comprehensive,C107428,2021-11-03 14:26:18,7286.83,Accident,Major,4,1,4581.34,1976.17,Online,Cash,1,A894,West,0,1011.74
Coupe,Mercedes,GLA,2003,22,Used,23192.52,Hybrid,72,Female,Engineer,South,7,4,7,Comprehensive,C107429,2023-05-16 17:14:00,5217.38,Fire,Minor,3,1,1820.13,500.0,In-Person,Cash,1,A278,West,0,2049.05
SUV,Hyundai,Sonata,2015,10,Used,16830.28,Petrol,45,Female,Unemployed,East,41,1,41,Comprehensive,C107430,2018-09-01 11:28:27,3389.42,Accident,Minor,2,1,4770.23,2990.38,In-Person,Check,1,A568,South,0,961.85
Coupe,Hyundai,Tucson,2022,3,Damaged,24621.05,Hybrid,32,Female,Teacher,South,6,1,5,Third-party,C107431,2019-05-24 17:11:08,5654.66,Fire,Minor,1,0,2711.29,5209.87,In-Person,Cash,1,A223,South,0,2226.74
Van,Hyundai,Sonata,2022,3,New,14017.45,Diesel,21,Male,Doctor,North,18,2,17,Collision,C107432,2022-05-01 19:11:20,8897.29,Accident,Minor,4,0,500.0,2244.61,Phone,Check,1,A815,North,0,833.55
Convertible,Honda,CR-V,2020,5,Used,27912.08,Hybrid,25,Male,Engineer,South,32,1,29,Comprehensive,C107433,2020-09-22 14:01:52,303.23,Theft,Total Loss,2,0,5749.13,5100.83,Online,Check,0,A630,East,0,1374.26
Truck,Mercedes,GLA,2012,13,New,26052.1,Diesel,48,Female,Engineer,East,53,2,53,Comprehensive,C107434,2021-11-01 23:14:30,6976.57,Theft,Major,2,0,5603.88,1285.01,In-Person,Cash,1,A571,West,0,1895.87
Sedan,Hyundai,Elantra,2004,21,Used,15417.11,Hybrid,43,Female,Teacher,South,1,2,0,Third-party,C107435,2022-06-28 00:07:25,8249.88,Fire,Major,1,1,2525.05,5707.03,Online,Check,1,A423,North,0,1016.98
Sedan,Hyundai,Elantra,2014,11,Used,25764.75,Electric,20,Male,Unemployed,East,2,2,0,Collision,C107436,2018-02-20 13:10:59,6288.35,Theft,Total Loss,6,1,2637.77,2843.45,Phone,Bank Transfer,1,A805,North,0,1362.44
Truck,Toyota,Camry,2007,18,Damaged,11267.28,Hybrid,56,Female,Unemployed,North,27,1,26,Collision,C107437,2020-11-27 05:04:48,7261.78,Accident,Major,2,0,3550.75,4179.86,In-Person,Check,0,A108,Central,0,659.3
Convertible,Toyota,Corolla,2006,19,Used,21294.11,Diesel,24,Male,Teacher,West,13,2,13,Collision,C107438,2020-02-18 22:10:05,6838.3,Theft,Minor,5,1,3097.07,3723.43,Phone,Bank Transfer,1,A112,East,0,1244.61
Convertible,Toyota,RAV4,2013,12,Used,13682.55,Diesel,32,Male,Engineer,Central,14,0,11,Collision,C107439,2022-10-02 14:26:46,9542.42,Theft,Minor,2,0,8079.56,6034.05,In-Person,Check,1,A790,North,0,1079.22
Coupe,Ford,F-150,2006,19,New,22506.51,Diesel,37,Male,Unemployed,Central,20,0,18,Comprehensive,C107440,2019-09-05 15:25:47,3286.05,Fire,Minor,3,0,4341.86,4283.5,Phone,Bank Transfer,0,A315,South,0,1382.27
Sedan,Hyundai,Sonata,2021,4,New,18641.46,Petrol,34,Male,Engineer,Central,13,1,12,Third-party,C107441,2019-06-28 16:17:05,2789.85,Theft,Minor,5,1,4975.23,3156.73,Phone,Cash,1,A488,East,0,1016.65
Truck,Ford,Escape,2006,19,Used,13927.21,Diesel,49,Male,Driver,North,39,0,39,Third-party,C107442,2021-05-04 01:09:30,6532.33,Theft,Total Loss,2,0,4170.09,3897.65,Phone,Check,1,A694,East,0,1233.77
Coupe,Mercedes,GLA,2022,3,Used,7428.05,Hybrid,27,Female,Doctor,North,17,1,13,Collision,C107443,2022-06-25 00:02:11,0.0,Fire,Minor,6,0,1369.37,5344.44,In-Person,Bank Transfer,1,A203,Central,0,635.78
Truck,Honda,CR-V,2017,8,Used,18270.73,Electric,33,Female,Teacher,East,53,0,53,Comprehensive,C107444,2019-03-27 03:02:18,9393.99,Fire,Total Loss,3,0,1216.24,7183.81,Online,Cash,0,A433,East,0,957.78
Sedan,Hyundai,Tucson,2009,16,Used,29544.32,Diesel,65,Female,Lawyer,North,48,2,44,Comprehensive,C107445,2019-01-03 03:08:18,4340.62,Fire,Minor,4,0,5514.44,5591.17,Online,Check,0,A470,Central,0,2229.29
Truck,Honda,Civic,2017,8,Used,22273.85,Petrol,43,Male,Lawyer,West,38,1,34,Third-party,C107446,2022-07-09 15:44:59,3727.14,Theft,Minor,3,1,6079.03,3593.33,Online,Cash,0,A727,West,0,1101.73
Truck,Toyota,Corolla,2013,12,New,7489.36,Hybrid,39,Female,Teacher,East,19,1,16,Collision,C107447,2020-11-14 14:13:54,2381.88,Accident,Minor,2,1,5385.48,3323.67,Online,Check,1,A982,North,0,546.28
Coupe,Hyundai,Elantra,2009,16,Used,18131.38,Diesel,32,Female,Unemployed,West,0,2,0,Third-party,C107448,2020-01-29 11:49:45,2384.82,Vandalism,Minor,3,0,8225.07,5837.86,Online,Bank Transfer,1,A365,East,0,1736.48
SUV,BMW,X5,2006,19,Damaged,29507.53,Petrol,29,Male,Doctor,West,8,1,8,Third-party,C107449,2020-05-29 11:37:49,2708.09,Vandalism,Minor,5,1,2187.08,2896.05,Phone,Cash,0,A291,North,0,1248.13
SUV,Ford,Escape,2006,19,Used,17521.26,Petrol,56,Female,Unemployed,South,8,1,5,Collision,C107450,2021-10-04 06:54:45,1503.66,Fire,Total Loss,2,0,4956.91,1970.32,Online,Bank Transfer,1,A661,West,0,1448.02
Van,Ford,F-150,2006,19,Used,12216.68,Petrol,20,Male,Lawyer,Central,42,3,41,Collision,C107451,2019-08-27 02:53:28,6220.84,Vandalism,Minor,4,0,3296.13,4733.51,Phone,Bank Transfer,1,A369,East,0,926.15
Coupe,Hyundai,Sonata,2004,21,Used,33978.42,Diesel,70,Male,Driver,West,50,1,47,Third-party,C107452,2020-04-17 03:49:42,6186.32,Accident,Total Loss,8,0,4987.4,4688.35,In-Person,Bank Transfer,0,A342,South,0,3017.25
Van,Toyota,Camry,2000,25,Used,11354.44,Diesel,41,Male,Teacher,Central,37,0,35,Collision,C107453,2023-02-19 19:54:08,1885.81,Accident,Total Loss,0,1,3162.11,3961.03,Phone,Check,1,A375,Central,0,847.81
Convertible,Ford,Escape,2013,12,Used,18189.95,Diesel,72,Male,Lawyer,East,38,1,36,Collision,C107454,2019-06-25 00:18:25,4595.9,Fire,Major,4,1,2231.33,1780.63,Online,Cash,1,A582,West,1,1464.25
SUV,Toyota,RAV4,2017,8,Used,15079.54,Electric,19,Male,Lawyer,Central,28,1,25,Collision,C107455,2019-05-10 23:23:17,6021.68,Accident,Minor,2,0,3796.29,7130.25,In-Person,Bank Transfer,1,A727,South,0,1165.88
SUV,Mercedes,GLA,2012,13,Used,25222.83,Electric,21,Female,Unemployed,North,14,1,11,Comprehensive,C107456,2021-12-08 11:17:44,4199.61,Fire,Minor,1,1,6210.58,796.48,Phone,Cash,1,A451,South,0,1124.88
SUV,Honda,CR-V,2007,18,Used,23851.5,Hybrid,40,Female,Teacher,Central,19,4,15,Collision,C107457,2023-04-05 17:00:33,1621.92,Accident,Minor,3,1,6391.46,3894.21,Online,Bank Transfer,1,A474,West,0,1400.73
SUV,BMW,X3,2007,18,Used,12837.33,Hybrid,74,Male,Doctor,North,37,3,36,Third-party,C107458,2019-05-31 21:18:55,5629.27,Fire,Minor,3,1,2153.55,6414.28,Phone,Bank Transfer,0,A288,West,0,993.23
Convertible,Honda,Civic,2009,16,Used,14402.66,Petrol,40,Male,Unemployed,South,40,2,39,Third-party,C107459,2021-07-30 08:55:39,6353.23,Fire,Minor,2,1,3709.8,4752.76,Online,Bank Transfer,0,A610,Central,0,929.7
Sedan,Honda,CR-V,2016,9,Used,21111.15,Electric,25,Male,Teacher,South,29,3,27,Comprehensive,C107460,2021-04-16 02:44:46,2362.93,Fire,Minor,2,1,5566.36,8360.59,In-Person,Check,1,A534,Central,0,1907.3
Convertible,Mercedes,E-Class,2005,20,Used,21745.93,Diesel,59,Female,Engineer,West,46,2,43,Third-party,C107461,2018-12-01 00:22:35,5907.45,Fire,Major,2,0,2953.16,4741.34,In-Person,Check,1,A315,West,0,2009.02
Sedan,Ford,Focus,2014,11,New,18169.59,Hybrid,61,Male,Lawyer,North,25,5,23,Third-party,C107462,2021-03-18 18:23:26,6794.1,Fire,Minor,2,0,2632.39,5483.86,In-Person,Bank Transfer,1,A529,East,0,893.04
Van,BMW,3 Series,2014,11,Used,17541.12,Diesel,29,Male,Engineer,North,53,4,50,Collision,C107463,2023-02-14 00:23:30,0.0,Theft,Minor,1,1,6050.21,3852.02,Phone,Bank Transfer,1,A817,South,0,1030.99
SUV,Ford,Focus,2015,10,Used,10171.03,Diesel,26,Male,Doctor,Central,54,1,54,Third-party,C107464,2018-08-14 00:06:57,6342.68,Theft,Minor,3,0,3467.57,4641.83,Online,Cash,1,A870,North,0,847.11
Coupe,Hyundai,Tucson,2007,18,Used,34802.07,Electric,28,Male,Engineer,South,5,2,1,Third-party,C107465,2022-03-07 06:48:58,6465.93,Accident,Minor,2,1,4449.35,8269.89,Online,Bank Transfer,1,A481,North,0,2422.28
Coupe,Honda,Accord,2018,7,Used,25107.17,Hybrid,62,Male,Doctor,North,38,1,36,Collision,C107466,2023-07-10 13:22:54,0.0,Theft,Minor,5,1,4846.59,1980.55,In-Person,Check,1,A473,Central,0,2050.95
Sedan,Hyundai,Tucson,2019,6,Damaged,20047.21,Petrol,48,Female,Teacher,East,16,1,13,Comprehensive,C107467,2023-09-04 08:04:36,2082.88,Theft,Major,4,1,3244.83,3929.43,Phone,Bank Transfer,1,A974,North,0,1542.93
Convertible,Toyota,RAV4,2014,11,Used,27809.61,Hybrid,18,Female,Driver,South,5,2,5,Comprehensive,C107468,2021-02-03 00:28:04,1620.26,Fire,Minor,5,0,6533.26,2407.01,Phone,Bank Transfer,1,A510,East,0,1727.52
Sedan,Honda,CR-V,2002,23,Used,18367.93,Hybrid,52,Female,Driver,West,27,0,23,Collision,C107469,2020-01-13 05:06:12,3934.35,Theft,Minor,3,1,4537.1,1636.3,In-Person,Bank Transfer,1,A386,West,0,1469.49
Truck,Ford,Focus,2005,20,Used,13484.59,Hybrid,71,Female,Teacher,West,8,2,4,Collision,C107470,2023-05-25 05:06:30,2379.09,Theft,Minor,5,0,7442.6,3180.01,Phone,Bank Transfer,1,A561,East,0,1017.05
Van,Honda,CR-V,2007,18,Used,22767.9,Electric,73,Male,Unemployed,South,26,3,22,Comprehensive,C107471,2021-02-03 08:28:35,4514.9,Theft,Major,6,1,6129.81,3273.06,In-Person,Check,0,A284,East,0,1389.44
Van,Toyota,RAV4,2015,10,Used,21112.05,Hybrid,60,Female,Lawyer,North,34,1,32,Comprehensive,C107472,2019-04-22 14:32:13,6560.64,Vandalism,Minor,3,1,5045.57,1455.9,In-Person,Check,1,A685,North,0,942.19
SUV,Mercedes,GLA,2014,11,Used,33454.56,Petrol,32,Female,Doctor,West,45,4,41,Comprehensive,C107473,2022-04-23 08:31:33,6435.06,Fire,Minor,3,1,3506.85,10038.26,In-Person,Check,1,A234,North,0,2870.19
SUV,Hyundai,Elantra,2012,13,Used,14103.45,Hybrid,24,Male,Engineer,South,5,0,5,Comprehensive,C107474,2022-01-11 06:57:07,5187.71,Fire,Total Loss,3,1,4388.58,4330.96,In-Person,Check,0,A689,Central,1,1057.98
Convertible,Hyundai,Sonata,2019,6,Used,12297.59,Diesel,45,Male,Driver,Central,3,2,3,Comprehensive,C107475,2018-05-15 06:54:49,3748.51,Accident,Major,4,1,1126.73,2896.08,In-Person,Cash,1,A802,East,0,870.82
Sedan,Ford,Escape,2014,11,Used,36809.93,Petrol,65,Male,Engineer,North,15,0,13,Comprehensive,C107476,2023-10-09 12:13:53,3631.32,Accident,Major,1,1,5682.67,5624.36,Phone,Check,1,A334,West,0,1507.52
Truck,Honda,CR-V,2017,8,New,29476.21,Hybrid,23,Female,Engineer,South,22,1,20,Comprehensive,C107477,2023-02-16 02:45:45,1388.19,Fire,Minor,3,0,5929.79,3489.71,Online,Cash,1,A933,West,0,2304.89
